timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1729908196.052182,1,10.0.0.18010.0.0.4463906,10.0.0.1,80,10.0.0.4,46390,6,-1,-1,8,811000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.052182,1,10.0.0.18010.0.0.4464026,10.0.0.1,80,10.0.0.4,46402,6,-1,-1,8,778000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.052182,1,10.0.0.1505110.0.0.45273517,10.0.0.1,5051,10.0.0.4,52735,17,-1,-1,8,847000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.052182,1,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,8,705000000,20,100,0,270163,12383035462,33770.375,0.0003832099290780142,1547879432.75,17.56458930780142,0
1729908196.052182,1,10.0.0.25989810.0.0.350501,10.0.0.2,59898,10.0.0.3,5050,1,0,0,98,753000000,20,100,0,95,9310,0.9693877551020408,1.2616201859229748e-07,95.0,1.2363877822045152e-05,0
1729908196.052182,1,10.0.0.35989810.0.0.250501,10.0.0.3,59898,10.0.0.2,5050,1,0,8,98,760000000,20,100,0,95,9310,0.9693877551020408,1.25e-07,95.0,1.225e-05,0
1729908196.052182,1,10.0.0.44499010.0.0.150506,10.0.0.4,44990,10.0.0.1,5050,6,0,8,28,902000000,20,100,0,312863,14229642734,11173.67857142857,0.0003468547671840355,508201526.21428573,15.775657133037694,0
1729908196.052182,1,10.0.0.44639010.0.0.1806,10.0.0.4,46390,10.0.0.1,80,6,0,8,8,816000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.052182,1,10.0.0.44640210.0.0.1806,10.0.0.4,46402,10.0.0.1,80,6,0,8,8,782000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.052182,1,10.0.0.45273510.0.0.1505117,10.0.0.4,52735,10.0.0.1,5051,17,0,8,18,851000000,20,100,0,894,1351728,49.666666666666664,1.0505287896592244e-06,75096.0,0.0015883995299647473,0
1729908196.062015,2,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,8,699000000,20,100,0,137348,9065428,17168.5,0.00019649213161659513,1133178.5,0.012969138769670959,0
1729908196.062015,2,10.0.0.1505010.0.0.4449906,10.0.0.1,5050,10.0.0.4,44990,6,-1,-1,28,879000000,20,100,0,163032,10760944,5822.571428571428,0.00018547440273037542,384319.4285714286,0.012242257110352674,0
1729908196.062015,2,10.0.0.18010.0.0.4463906,10.0.0.1,80,10.0.0.4,46390,6,-1,-1,8,804000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.062015,2,10.0.0.18010.0.0.4464026,10.0.0.1,80,10.0.0.4,46402,6,-1,-1,8,775000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.062015,2,10.0.0.1505110.0.0.45273517,10.0.0.1,5051,10.0.0.4,52735,17,-1,-1,8,843000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.062015,2,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,8,709000000,20,100,0,270163,12383035462,33770.375,0.00038104795486600845,1547879432.75,17.46549430465444,0
1729908196.062015,2,10.0.0.44499010.0.0.150506,10.0.0.4,44990,10.0.0.1,5050,6,-1,-1,28,910000000,20,100,0,312863,14229642734,11173.67857142857,0.00034380549450549453,508201526.21428573,15.636970037362637,0
1729908196.062015,2,10.0.0.44639010.0.0.1806,10.0.0.4,46390,10.0.0.1,80,6,-1,-1,8,823000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.062015,2,10.0.0.44640210.0.0.1806,10.0.0.4,46402,10.0.0.1,80,6,-1,-1,8,786000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908196.062015,2,10.0.0.45273510.0.0.1505117,10.0.0.4,52735,10.0.0.1,5051,17,-1,-1,18,862000000,20,100,0,894,1351728,49.666666666666664,1.037122969837587e-06,75096.0,0.0015681299303944316,0
1729908196.062015,2,10.0.0.45273510.0.0.850511,10.0.0.4,52735,10.0.0.8,5051,1,0,8,28,910000000,20,100,0,28,2744,1.0,3.076923076923077e-08,98.0,3.0153846153846154e-06,0
1729908196.062015,2,10.0.0.85273510.0.0.450511,10.0.0.8,52735,10.0.0.4,5051,1,0,0,28,890000000,20,100,0,28,2744,1.0,3.146067415730337e-08,98.0,3.0831460674157302e-06,0
1729908196.063251,5,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,8,685000000,20,100,0,137348,9065428,17168.5,0.00020050802919708029,1133178.5,0.013234201459854015,0
1729908196.063251,5,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,8,721000000,20,100,0,270163,12383035462,33770.375,0.00037470596393897364,1547879432.75,17.17480646601942,0
1729908196.063251,5,10.0.0.145989810.0.0.1650501,10.0.0.14,59898,10.0.0.16,5050,1,0,8,8,749000000,20,100,0,8,784,1.0,1.0680907877169559e-08,98.0,1.0467289719626168e-06,0
1729908196.063251,5,10.0.0.155989810.0.0.750501,10.0.0.15,59898,10.0.0.7,5050,1,0,8,89,611000000,20,100,0,87,8526,0.9775280898876404,1.4238952536824878e-07,95.79775280898876,1.395417348608838e-05,0
1729908196.063251,5,10.0.0.165989810.0.0.1450501,10.0.0.16,59898,10.0.0.14,5050,1,0,0,8,735000000,20,100,0,8,784,1.0,1.08843537414966e-08,98.0,1.0666666666666667e-06,0
1729908196.063251,5,10.0.0.75989810.0.0.1550501,10.0.0.7,59898,10.0.0.15,5050,1,0,0,89,587000000,20,100,0,87,8526,0.9775280898876404,1.4821124361158432e-07,95.79775280898876,1.4524701873935264e-05,0
1729908196.063903,6,10.0.0.14010.0.0.1601,10.0.0.14,0,10.0.0.16,0,1,0,8,8,743000000,20,100,0,8,784,1.0,1.0767160161507403e-08,98.0,1.0551816958277255e-06,0
1729908196.063903,6,10.0.0.16010.0.0.1401,10.0.0.16,0,10.0.0.14,0,1,0,0,8,739000000,20,100,0,8,784,1.0,1.0825439783491204e-08,98.0,1.060893098782138e-06,0
1729908196.064205,3,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,8,695000000,20,100,0,137348,9065428,17168.5,0.00019762302158273383,1133178.5,0.013043781294964028,0
1729908196.064205,3,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,8,713000000,20,100,0,270163,12383035462,33770.375,0.0003789102384291725,1547879432.75,17.36751116690042,0
1729908196.064205,3,10.0.0.155989810.0.0.750501,10.0.0.15,59898,10.0.0.7,5050,1,0,8,89,601000000,20,100,0,87,8526,0.9775280898876404,1.4475873544093179e-07,95.79775280898876,1.4186356073211314e-05,0
1729908196.064205,3,10.0.0.45989810.0.0.850501,10.0.0.4,59898,10.0.0.8,5050,1,0,8,28,902000000,20,100,0,28,2744,1.0,3.1042128603104216e-08,98.0,3.0421286031042127e-06,0
1729908196.064205,3,10.0.0.75989810.0.0.1550501,10.0.0.7,59898,10.0.0.15,5050,1,0,0,89,596000000,20,100,0,87,8526,0.9775280898876404,1.459731543624161e-07,95.79775280898876,1.4305369127516779e-05,0
1729908196.064205,3,10.0.0.75989810.0.0.850501,10.0.0.7,59898,10.0.0.8,5050,1,0,8,69,326000000,20,100,0,115,11270,1.6666666666666667,3.52760736196319e-07,163.33333333333334,3.457055214723926e-05,0
1729908196.064205,3,10.0.0.85989810.0.0.450501,10.0.0.8,59898,10.0.0.4,5050,1,0,0,28,894000000,20,100,0,28,2744,1.0,3.131991051454139e-08,98.0,3.069351230425056e-06,0
1729908196.064205,3,10.0.0.85989810.0.0.750501,10.0.0.8,59898,10.0.0.7,5050,1,0,0,69,320000000,20,100,0,115,11270,1.6666666666666667,3.59375e-07,163.33333333333334,3.521875e-05,0
1729908196.064701,4,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,8,691000000,20,100,0,137348,9065428,17168.5,0.000198767004341534,1133178.5,0.013119287988422577,0
1729908196.064701,4,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,8,716000000,20,100,0,270164,12383100688,33770.5,0.00037732402234636874,1547887586.0,17.294833363128493,0
1729908196.064701,4,10.0.0.155989810.0.0.750501,10.0.0.15,59898,10.0.0.7,5050,1,0,8,89,607000000,20,100,0,87,8526,0.9775280898876404,1.4332784184514004e-07,95.79775280898876,1.4046128500823723e-05,0
1729908196.064701,4,10.0.0.75989810.0.0.1550501,10.0.0.7,59898,10.0.0.15,5050,1,0,0,89,591000000,20,100,0,87,8526,0.9775280898876404,1.4720812182741116e-07,95.79775280898876,1.4426395939086295e-05,0
1729908206.057078,1,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,18,706000000,20,100,0,160193,10573330,8899.611111111111,0.00022690226628895184,587407.2222222222,0.014976388101983002,0
1729908206.057078,1,10.0.0.18010.0.0.4463906,10.0.0.1,80,10.0.0.4,46390,6,-1,-1,18,816000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.057078,1,10.0.0.18010.0.0.4464026,10.0.0.1,80,10.0.0.4,46402,6,-1,-1,18,783000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.057078,1,10.0.0.1505110.0.0.45273517,10.0.0.1,5051,10.0.0.4,52735,17,-1,-1,18,852000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.057078,1,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,18,710000000,20,100,0,314383,14399614622,17465.722222222223,0.00044279295774647887,799978590.1111112,20.281147354929576,0
1729908206.057078,1,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,-1,-1,8,610000000,20,100,0,765,1156680,95.625,1.2540983606557377e-06,144585.0,0.0018961967213114753,0
1729908206.057078,1,10.0.0.44639010.0.0.1806,10.0.0.4,46390,10.0.0.1,80,6,-1,-1,18,821000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.057078,1,10.0.0.44640210.0.0.1806,10.0.0.4,46402,10.0.0.1,80,6,-1,-1,18,787000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.057078,1,10.0.0.45273510.0.0.1505117,10.0.0.4,52735,10.0.0.1,5051,17,-1,-1,28,856000000,20,100,0,894,1351728,31.928571428571427,1.0443925233644859e-06,48276.0,0.0015791214953271029,0
1729908206.06661,2,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,18,704000000,20,100,0,160193,10573330,8899.611111111111,0.000227546875,587407.2222222222,0.01501893465909091,0
1729908206.06661,2,10.0.0.18010.0.0.4463906,10.0.0.1,80,10.0.0.4,46390,6,-1,-1,18,809000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.06661,2,10.0.0.18010.0.0.4464026,10.0.0.1,80,10.0.0.4,46402,6,-1,-1,18,780000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.06661,2,10.0.0.1505110.0.0.45273517,10.0.0.1,5051,10.0.0.4,52735,17,-1,-1,18,848000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.06661,2,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,18,714000000,20,100,0,314383,14399614622,17465.722222222223,0.000440312324929972,799978590.1111112,20.167527481792717,0
1729908206.06661,2,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,-1,-1,8,616000000,20,100,0,765,1156680,95.625,1.2418831168831168e-06,144585.0,0.0018777272727272727,0
1729908206.06661,2,10.0.0.44639010.0.0.1806,10.0.0.4,46390,10.0.0.1,80,6,-1,-1,18,828000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.06661,2,10.0.0.44640210.0.0.1806,10.0.0.4,46402,10.0.0.1,80,6,-1,-1,18,791000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908206.06661,2,10.0.0.45273510.0.0.1505117,10.0.0.4,52735,10.0.0.1,5051,17,-1,-1,28,867000000,20,100,0,894,1351728,31.928571428571427,1.0311418685121106e-06,48276.0,0.0015590865051903114,0
1729908206.06661,2,10.0.0.45273510.0.0.850511,10.0.0.4,52735,10.0.0.8,5051,1,0,8,38,915000000,20,100,0,38,3724,1.0,4.153005464480874e-08,98.0,4.069945355191257e-06,0
1729908206.06661,2,10.0.0.85273510.0.0.450511,10.0.0.8,52735,10.0.0.4,5051,1,0,0,38,895000000,20,100,0,38,3724,1.0,4.245810055865922e-08,98.0,4.160893854748604e-06,0
1729908206.068528,3,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,18,700000000,20,100,0,160193,10573330,8899.611111111111,0.00022884714285714285,587407.2222222222,0.015104757142857143,0
1729908206.068528,3,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,18,718000000,20,100,0,314383,14399614622,17465.722222222223,0.00043785933147632314,799978590.1111112,20.055173568245124,0
1729908206.068528,3,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,-1,-1,8,628000000,20,100,0,765,1156680,95.625,1.2181528662420381e-06,144585.0,0.0018418471337579617,0
1729908206.068528,3,10.0.0.155416010.0.0.750511,10.0.0.15,54160,10.0.0.7,5051,1,0,8,99,606000000,20,100,0,97,9506,0.9797979797979798,1.6006600660066007e-07,96.02020202020202,1.5686468646864688e-05,0
1729908206.068528,3,10.0.0.45416010.0.0.850511,10.0.0.4,54160,10.0.0.8,5051,1,0,8,38,907000000,20,100,0,38,3724,1.0,4.189636163175303e-08,98.0,4.105843439911797e-06,0
1729908206.068528,3,10.0.0.75416010.0.0.1550511,10.0.0.7,54160,10.0.0.15,5051,1,0,0,99,601000000,20,100,0,97,9506,0.9797979797979798,1.6139767054908487e-07,96.02020202020202,1.5816971713810316e-05,0
1729908206.068528,3,10.0.0.75416010.0.0.850511,10.0.0.7,54160,10.0.0.8,5051,1,0,8,79,331000000,20,100,0,135,13230,1.7088607594936709,4.078549848942598e-07,167.46835443037975,3.996978851963746e-05,0
1729908206.068528,3,10.0.0.85416010.0.0.450511,10.0.0.8,54160,10.0.0.4,5051,1,0,0,38,899000000,20,100,0,38,3724,1.0,4.226918798665183e-08,98.0,4.14238042269188e-06,0
1729908206.068528,3,10.0.0.85416010.0.0.750511,10.0.0.8,54160,10.0.0.7,5051,1,0,0,79,325000000,20,100,0,135,13230,1.7088607594936709,4.153846153846154e-07,167.46835443037975,4.070769230769231e-05,0
1729908206.069445,4,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,18,696000000,20,100,0,160193,10573330,8899.611111111111,0.00023016235632183907,587407.2222222222,0.015191566091954023,0
1729908206.069445,4,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,18,721000000,20,100,0,314383,14399614622,17465.722222222223,0.0004360374479889043,799978590.1111112,19.971726244105408,0
1729908206.069445,4,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,-1,-1,8,640000000,20,100,0,765,1156680,95.625,1.1953125e-06,144585.0,0.0018073125,0
1729908206.069445,4,10.0.0.155416010.0.0.750511,10.0.0.15,54160,10.0.0.7,5051,1,0,8,99,612000000,20,100,0,97,9506,0.9797979797979798,1.5849673202614378e-07,96.02020202020202,1.553267973856209e-05,0
1729908206.069445,4,10.0.0.75416010.0.0.1550511,10.0.0.7,54160,10.0.0.15,5051,1,0,0,99,596000000,20,100,0,97,9506,0.9797979797979798,1.62751677852349e-07,96.02020202020202,1.59496644295302e-05,0
1729908206.069985,6,10.0.0.14010.0.0.1601,10.0.0.14,0,10.0.0.16,0,1,0,8,18,748000000,20,100,0,18,1764,1.0,2.406417112299465e-08,98.0,2.358288770053476e-06,0
1729908206.069985,6,10.0.0.16010.0.0.1401,10.0.0.16,0,10.0.0.14,0,1,0,0,18,744000000,20,100,0,18,1764,1.0,2.4193548387096773e-08,98.0,2.370967741935484e-06,0
1729908206.070297,5,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,18,690000000,20,100,0,160193,10573330,8899.611111111111,0.00023216376811594202,587407.2222222222,0.015323666666666666,0
1729908206.070297,5,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,-1,-1,18,726000000,20,100,0,314383,14399614622,17465.722222222223,0.00043303443526170797,799978590.1111112,19.83417992011019,0
1729908206.070297,5,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,-1,-1,8,644000000,20,100,0,765,1156680,95.625,1.187888198757764e-06,144585.0,0.0017960869565217391,0
1729908206.070297,5,10.0.0.145416010.0.0.1650511,10.0.0.14,54160,10.0.0.16,5051,1,0,8,18,754000000,20,100,0,18,1764,1.0,2.387267904509284e-08,98.0,2.339522546419098e-06,0
1729908206.070297,5,10.0.0.155416010.0.0.750511,10.0.0.15,54160,10.0.0.7,5051,1,0,8,99,616000000,20,100,0,97,9506,0.9797979797979798,1.5746753246753248e-07,96.02020202020202,1.5431818181818183e-05,0
1729908206.070297,5,10.0.0.165416010.0.0.1450511,10.0.0.16,54160,10.0.0.14,5051,1,0,0,18,740000000,20,100,0,18,1764,1.0,2.4324324324324324e-08,98.0,2.383783783783784e-06,0
1729908206.070297,5,10.0.0.75416010.0.0.1550511,10.0.0.7,54160,10.0.0.15,5051,1,0,0,99,592000000,20,100,0,97,9506,0.9797979797979798,1.6385135135135136e-07,96.02020202020202,1.605743243243243e-05,0
1729908216.062567,1,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,28,709000000,20,100,0,160193,10573330,5721.178571428572,0.00022594217207334274,377618.9285714286,0.014913018335684062,0
1729908216.062567,1,10.0.0.18010.0.0.14417566,10.0.0.1,80,10.0.0.14,41756,6,-1,-1,8,545000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.062567,1,10.0.0.18010.0.0.14417606,10.0.0.1,80,10.0.0.14,41760,6,-1,-1,8,489000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.062567,1,10.0.0.1505110.0.0.145416017,10.0.0.1,5051,10.0.0.14,54160,17,-1,-1,8,622000000,20,100,0,3,510,0.375,4.823151125401929e-09,63.75,8.19935691318328e-07,0
1729908216.062567,1,10.0.0.1505010.0.0.15575406,10.0.0.1,5050,10.0.0.15,57540,6,-1,-1,8,428000000,20,100,0,121433,8015062,15179.125,0.0002837219626168224,1001882.75,0.018726780373831776,0
1729908216.062567,1,10.0.0.14505010.0.0.1575401,10.0.0.14,5050,10.0.0.1,57540,1,3,3,8,559000000,20,100,0,1,198,0.125,1.7889087656529517e-09,24.75,3.5420393559928445e-07,0
1729908216.062567,1,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,3,3,28,713000000,20,100,0,314383,14399614622,11227.964285714286,0.000440929873772791,514271950.78571427,20.195812934081346,0
1729908216.062567,1,10.0.0.144175610.0.0.1806,10.0.0.14,41756,10.0.0.1,80,6,3,3,8,548000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.062567,1,10.0.0.144176010.0.0.1806,10.0.0.14,41760,10.0.0.1,80,6,3,3,8,493000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.062567,1,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,3,3,18,613000000,20,100,0,897,1356264,49.833333333333336,1.463295269168026e-06,75348.0,0.0022125024469820554,0
1729908216.062567,1,10.0.0.155754010.0.0.150506,10.0.0.15,57540,10.0.0.1,5050,6,3,3,8,433000000,20,100,0,238394,10976832316,29799.25,0.0005505635103926097,1372104039.5,25.350652,0
1729908216.069567,6,10.0.0.14010.0.0.1601,10.0.0.14,0,10.0.0.16,0,1,0,8,28,750000000,20,100,0,27,2646,0.9642857142857143,3.6e-08,94.5,3.528e-06,0
1729908216.069567,6,10.0.0.16010.0.0.1401,10.0.0.16,0,10.0.0.14,0,1,0,0,28,746000000,20,100,0,27,2646,0.9642857142857143,3.619302949061662e-08,94.5,3.546916890080429e-06,0
1729908216.091479,4,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,28,699000000,20,100,0,160193,10573330,5721.178571428572,0.00022917453505007153,377618.9285714286,0.015126366237482118,0
1729908216.091479,4,10.0.0.18010.0.0.14417566,10.0.0.1,80,10.0.0.14,41756,6,-1,-1,8,531000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.091479,4,10.0.0.18010.0.0.14417606,10.0.0.1,80,10.0.0.14,41760,6,-1,-1,8,477000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.091479,4,10.0.0.1505110.0.0.145416017,10.0.0.1,5051,10.0.0.14,54160,17,-1,-1,8,590000000,20,100,0,2,340,0.25,3.3898305084745764e-09,42.5,5.76271186440678e-07,0
1729908216.091479,4,10.0.0.1505010.0.0.15575406,10.0.0.1,5050,10.0.0.15,57540,6,-1,-1,8,416000000,20,100,0,121433,8015062,15179.125,0.00029190625,1001882.75,0.019266975961538462,0
1729908216.091479,4,10.0.0.14505010.0.0.1575401,10.0.0.14,5050,10.0.0.1,57540,1,3,3,8,574000000,20,100,0,1,198,0.125,1.7421602787456446e-09,24.75,3.449477351916376e-07,0
1729908216.091479,4,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,3,3,28,724000000,20,100,0,314383,14399614622,11227.964285714286,0.0004342306629834254,514271950.78571427,19.88897047237569,0
1729908216.091479,4,10.0.0.144175610.0.0.1806,10.0.0.14,41756,10.0.0.1,80,6,3,3,8,560000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.091479,4,10.0.0.144176010.0.0.1806,10.0.0.14,41760,10.0.0.1,80,6,3,3,8,504000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.091479,4,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,3,3,18,643000000,20,100,0,897,1356264,49.833333333333336,1.3950233281493003e-06,75348.0,0.002109275272161742,0
1729908216.091479,4,10.0.0.155754010.0.0.150506,10.0.0.15,57540,10.0.0.1,5050,6,3,3,8,448000000,20,100,0,238394,10976832316,29799.25,0.0005321294642857143,1372104039.5,24.501857848214286,0
1729908216.091479,4,10.0.0.155754010.0.0.650501,10.0.0.15,57540,10.0.0.6,5050,1,0,8,8,415000000,20,100,0,7,686,0.875,1.6867469879518072e-08,85.75,1.6530120481927711e-06,0
1729908216.091479,4,10.0.0.155754010.0.0.750501,10.0.0.15,57540,10.0.0.7,5050,1,0,8,9,370000000,20,100,0,1,98,0.1111111111111111,2.702702702702703e-09,10.88888888888889,2.6486486486486486e-07,0
1729908216.091479,4,10.0.0.65754010.0.0.1550501,10.0.0.6,57540,10.0.0.15,5050,1,0,0,8,375000000,20,100,0,7,686,0.875,1.8666666666666665e-08,85.75,1.8293333333333334e-06,0
1729908216.091479,4,10.0.0.75754010.0.0.1550501,10.0.0.7,57540,10.0.0.15,5050,1,0,0,9,358000000,20,100,0,1,98,0.1111111111111111,2.7932960893854747e-09,10.88888888888889,2.7374301675977653e-07,0
1729908216.092739,5,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,28,693000000,20,100,0,160193,10573330,5721.178571428572,0.00023115873015873016,377618.9285714286,0.015257330447330446,0
1729908216.092739,5,10.0.0.18010.0.0.14417566,10.0.0.1,80,10.0.0.14,41756,6,-1,-1,8,525000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.092739,5,10.0.0.18010.0.0.14417606,10.0.0.1,80,10.0.0.14,41760,6,-1,-1,8,473000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.092739,5,10.0.0.1505110.0.0.145416017,10.0.0.1,5051,10.0.0.14,54160,17,-1,-1,8,586000000,20,100,0,1,170,0.125,1.7064846416382253e-09,21.25,2.9010238907849827e-07,0
1729908216.092739,5,10.0.0.1505010.0.0.15575406,10.0.0.1,5050,10.0.0.15,57540,6,-1,-1,8,388000000,20,100,0,121432,8014996,15179.0,0.00031296907216494846,1001874.5,0.02065720618556701,0
1729908216.092739,5,10.0.0.14505010.0.0.1575401,10.0.0.14,5050,10.0.0.1,57540,1,3,3,8,578000000,20,100,0,1,198,0.125,1.7301038062283737e-09,24.75,3.4256055363321797e-07,0
1729908216.092739,5,10.0.0.145989810.0.0.150506,10.0.0.14,59898,10.0.0.1,5050,6,3,3,28,729000000,20,100,0,314383,14399614622,11227.964285714286,0.00043125240054869683,514271950.78571427,19.75255778052126,0
1729908216.092739,5,10.0.0.144175610.0.0.1806,10.0.0.14,41756,10.0.0.1,80,6,3,3,8,566000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.092739,5,10.0.0.144176010.0.0.1806,10.0.0.14,41760,10.0.0.1,80,6,3,3,8,507000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1729908216.092739,5,10.0.0.145416010.0.0.1505117,10.0.0.14,54160,10.0.0.1,5051,17,3,3,18,647000000,20,100,0,897,1356264,49.833333333333336,1.3863987635239566e-06,75348.0,0.0020962349304482226,0
1729908216.092739,5,10.0.0.145416010.0.0.1650511,10.0.0.14,54160,10.0.0.16,5051,1,0,8,28,757000000,20,100,0,27,2646,0.9642857142857143,3.5667107001321e-08,94.5,3.4953764861294585e-06,0
1729908216.092739,5,10.0.0.155754010.0.0.150506,10.0.0.15,57540,10.0.0.1,5050,6,0,8,8,453000000,20,100,0,238390,10976832052,29798.75,0.0005262472406181016,1372104006.5,24.231417333333333,0
1729908216.092739,5,10.0.0.155754010.0.0.650501,10.0.0.15,57540,10.0.0.6,5050,1,0,8,8,418000000,20,100,0,7,686,0.875,1.674641148325359e-08,85.75,1.6411483253588518e-06,0
1729908216.092739,5,10.0.0.155754010.0.0.750501,10.0.0.15,57540,10.0.0.7,5050,1,0,8,9,373000000,20,100,0,2,196,0.2222222222222222,5.361930294906166e-09,21.77777777777778,5.254691689008042e-07,0
1729908216.092739,5,10.0.0.165754010.0.0.1450501,10.0.0.16,57540,10.0.0.14,5050,1,0,0,28,743000000,20,100,0,27,2646,0.9642857142857143,3.633916554508748e-08,94.5,3.5612382234185733e-06,0
1729908216.092739,5,10.0.0.65754010.0.0.1550501,10.0.0.6,57540,10.0.0.15,5050,1,0,0,8,369000000,20,100,0,7,686,0.875,1.897018970189702e-08,85.75,1.8590785907859078e-06,0
1729908216.092739,5,10.0.0.75754010.0.0.1550501,10.0.0.7,57540,10.0.0.15,5050,1,0,0,9,352000000,20,100,0,1,98,0.1111111111111111,2.840909090909091e-09,10.88888888888889,2.784090909090909e-07,0
1729908216.093781,2,10.0.0.1505010.0.0.14598986,10.0.0.1,5050,10.0.0.14,59898,6,-1,-1,28,707000000,20,100,0,160193,10573330,5721.178571428572,0.00022658132956152757,377618.9285714286,0.014955205091937766,0
1729908216.093781,2,10.0.0.18010.0.0.14417566,10.0.0.1,80,10.0.0.14,41756,6,-1,-1,8,540000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
